Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,114.75,114.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,3
NEW,RESIDENTIAL,190060.0,2555,835,0,1358.0,357.71,2550.71,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
RE-ROOF,RESIDENTIAL,6772.0,0,0,0,0.0,67.66,67.66,3
RE-ROOF,RESIDENTIAL,5957.0,0,0,0,0.0,62.86,62.86,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ALTERATION,COMMERCIAL,80000.0,0,0,0,0.0,396.2,396.2,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,125.0,125.0,3
RE-ROOF,RESIDENTIAL,18172.0,0,0,0,0.0,134.8,134.8,1
RE-ROOF,RESIDENTIAL,4657.0,0,0,0,0.0,55.2,55.2,3
NEW,RESIDENTIAL,108550.0,2139,712,2600,1358.0,74.87,4744.87,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
RE-ROOF,RESIDENTIAL,9748.0,0,0,0,0.0,85.19,85.19,2
ADDITION,RESIDENTIAL,9748.0,2919,0,0,0.0,115.19,115.19,4
RE-ROOF,RESIDENTIAL,6000.0,0,0,0,0.0,63.11,63.11,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,39.75,42.75,4
RE-ROOF,RESIDENTIAL,17763.0,0,0,0,0.0,132.39,132.39,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,10600.0,0,0,0,0.0,95.39,95.39,5
RE-ROOF,RESIDENTIAL,10441.0,0,0,0,0.0,89.27,89.27,5
RE-ROOF,RESIDENTIAL,16030.0,0,0,0,0.0,122.19,122.19,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,125.0,125.0,2
RE-ROOF,RESIDENTIAL,17820.0,0,0,0,0.0,132.73,132.73,3
ALTERATION,RESIDENTIAL,19405.0,0,0,0,0.0,145.57,145.57,4
ALTERATION,RESIDENTIAL,25429.0,0,0,0,0.0,167.69,167.69,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,5
RE-ROOF,RESIDENTIAL,10449.0,0,0,0,0.0,89.31,89.31,4
RE-ROOF,RESIDENTIAL,7246.0,0,0,0,0.0,70.45,70.45,1
RE-ROOF,COMMERCIAL,45880.0,0,0,0,0.0,269.09,269.09,3
RE-ROOF,RESIDENTIAL,7446.0,0,0,0,0.0,71.63,71.63,3
RE-ROOF,RESIDENTIAL,5101.0,0,0,0,0.0,57.81,57.81,1
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,4
RE-ROOF,RESIDENTIAL,7839.0,0,0,0,0.0,73.94,73.94,1
NEW,RESIDENTIAL,140000.0,2309,835,2600,0.0,323.27,3758.27,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,225.0,225.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,5
PLUMBING,COMMERCIAL,0.0,0,0,0,13.5,177.75,191.25,5
NEW,COMMERCIAL,525000.0,0,3455,0,11157.1,4778.96,19391.06,3
ADDITION,COMMERCIAL,8500.0,0,0,0,0.0,80.79,80.79,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
RE-ROOF,RESIDENTIAL,7084.0,0,0,0,0.0,69.49,69.49,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,95.75,95.75,5
RE-ROOF,RESIDENTIAL,12600.0,0,0,0,0.0,108.48,108.48,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
RE-ROOF,RESIDENTIAL,6298.0,0,0,0,0.0,64.86,64.86,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
NEW,RESIDENTIAL,218776.0,2668,835,2600,1358.0,373.52,5166.52,1
RE-ROOF,RESIDENTIAL,5500.0,0,0,0,0.0,60.1,60.1,3
RE-ROOF,RESIDENTIAL,49900.0,0,0,0,0.0,289.59,289.59,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,325.0,325.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
RE-ROOF,RESIDENTIAL,27600.0,0,0,0,0.0,175.86,175.86,5
ALTERATION,COMMERCIAL,250.0,0,0,0,0.0,30.0,30.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,13.5,57.25,70.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
ALTERATION,RESIDENTIAL,4000.0,0,0,0,0.0,51.33,51.33,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,155.0,155.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,82.25,82.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,84.75,98.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,84.75,98.25,0
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,51.25,51.25,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
NEW,RESIDENTIAL,269206.0,3283,887,0,3138.0,459.63,4484.63,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,220.0,220.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
NEW,RESIDENTIAL,235750.0,2875,887,2600,3138.0,432.51,7057.51,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
RE-ROOF,RESIDENTIAL,4000.0,0,0,0,0.0,51.33,51.33,3
RE-ROOF,RESIDENTIAL,8469.0,0,0,0,0.0,77.65,77.65,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
NEW,RESIDENTIAL,250532.0,2558,639,2600,3138.0,358.12,6735.12,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ADDITION,RESIDENTIAL,4000.0,1923,0,0,0.0,51.33,51.33,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
RE-ROOF,COMMERCIAL,35200.0,0,0,0,0.0,214.62,214.62,3
RE-ROOF,COMMERCIAL,59130.0,0,0,0,0.0,314.39,314.39,3
RE-ROOF,RESIDENTIAL,3700.0,0,0,0,0.0,49.56,49.56,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
RE-ROOF,RESIDENTIAL,2934.0,0,0,0,0.0,45.05,45.05,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,45.75,45.75,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,4
RE-ROOF,RESIDENTIAL,300.0,0,0,0,0.0,30.0,30.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,4.5,48.25,52.75,4
NEW,RESIDENTIAL,150000.0,2550,835,2600,3138.0,357.0,6930.0,4
NEW,RESIDENTIAL,153510.0,1740,712,0,1358.0,243.6,2313.6,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,3.0,45.75,48.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,69.75,83.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,54.75,68.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,73.75,73.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,2
NEW,RESIDENTIAL,425000.0,4259,887,2600,3138.0,596.27,4083.27,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
RE-ROOF,RESIDENTIAL,9000.0,0,0,0,0.0,80.79,80.79,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
NEW,COMMERCIAL,3300000.0,0,11513,0,13890.0,12972.75,38375.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,30.75,36.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,60.75,66.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,4
RE-ROOF,RESIDENTIAL,15000.0,0,0,0,0.0,116.12,116.12,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,52.75,52.75,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,93.75,99.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,93.75,99.75,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,32.25,32.25,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,96.75,110.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,1
RE-ROOF,RESIDENTIAL,2924.0,0,0,0,0.0,44.99,44.99,0
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,78.75,78.75,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,15.0,15.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,76.25,80.75,4
RE-ROOF,RESIDENTIAL,6028.0,0,0,0,0.0,63.27,63.27,4
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,60.25,60.25,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
ALTERATION,COMMERCIAL,40000.0,0,0,0,0.0,239.09,239.09,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,5
RE-ROOF,RESIDENTIAL,1500.0,0,0,0,0.0,40.69,40.69,4
PLUMBING,COMMERCIAL,0.0,0,0,0,9.0,92.75,101.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,66.75,77.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
RE-ROOF,RESIDENTIAL,6458.0,0,0,0,0.0,65.81,65.81,0
RE-ROOF,COMMERCIAL,5760.0,0,0,0,0.0,65.94,65.94,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
RE-ROOF,RESIDENTIAL,8340.0,0,0,0,0.0,76.89,76.89,0
RE-ROOF,RESIDENTIAL,12039.0,0,0,0,0.0,98.68,98.68,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
RE-ROOF,RESIDENTIAL,11444.0,0,0,0,0.0,95.17,95.17,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,5
POOL,COMMERCIAL,0.0,0,0,0,0.0,30.0,30.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,66.75,80.25,1
RE-ROOF,RESIDENTIAL,7580.0,0,0,0,0.0,72.42,72.42,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,66.75,77.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
NEW,RESIDENTIAL,168040.0,1857,712,2600,1358.0,289.98,4959.98,0
NEW,RESIDENTIAL,188574.0,2315,639,2600,1358.0,324.1,4921.1,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,111.75,125.25,5
NEW,RESIDENTIAL,169990.0,1857,712,2600,3138.0,259.98,6709.98,0
NEW,RESIDENTIAL,182990.0,2151,835,2600,3138.0,301.14,6874.14,0
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,314.25,314.25,0
NEW,RESIDENTIAL,188990.0,2367,835,2600,3138.0,361.38,6934.38,0
NEW,RESIDENTIAL,177990.0,2074,712,2600,3138.0,320.36,6770.36,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
ACCESSORY,RESIDENTIAL,7467.0,0,0,0,0.0,74.89,74.89,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
NEW,COMMERCIAL,100000.0,0,640,0,0.0,474.6,1114.6,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,84.75,98.25,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,84.75,98.25,0
ALTERATION,RESIDENTIAL,3000.0,0,0,0,0.0,45.44,45.44,3
ALTERATION,RESIDENTIAL,6200.0,0,0,0,0.0,69.0,69.0,3
ALTERATION,RESIDENTIAL,3000.0,0,0,0,0.0,45.44,45.44,3
ALTERATION,RESIDENTIAL,6000.0,0,0,0,0.0,63.11,63.11,3
ALTERATION,RESIDENTIAL,5000.0,0,0,0,0.0,57.21,57.21,0
ADDITION,RESIDENTIAL,1500.0,958,0,0,0.0,37.5,7.5,2
RE-ROOF,RESIDENTIAL,9375.0,0,0,0,0.0,86.67,86.67,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,100.0,100.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
NEW,RESIDENTIAL,200653.0,1943,712,2600,1358.0,272.03,4942.03,1
RE-ROOF,RESIDENTIAL,11156.0,0,0,0,0.0,98.45,98.45,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,295.0,295.0,4
NEW,RESIDENTIAL,150000.0,1950,712,2600,2755.0,68.25,6135.25,3
RE-ROOF,RESIDENTIAL,6661.0,0,0,0,0.0,69.0,69.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,13.5,72.75,86.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,125.0,125.0,3
NEW,RESIDENTIAL,125000.0,2184,835,2600,1358.0,305.76,5098.76,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,48.25,48.25,3
ADDITION,RESIDENTIAL,375.0,1090,0,0,0.0,30.0,30.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,3
RE-ROOF,COMMERCIAL,0.0,0,0,0,0.0,145.57,145.57,3
POOL,RESIDENTIAL,34000.0,0,0,0,0.0,208.51,208.51,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,0
MECHANICAL,COMMERCIAL,0.0,0,0,0,4.5,30.75,35.25,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,7.5,27.75,35.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,66.75,77.25,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,69.25,69.25,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,69.25,69.25,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,69.25,69.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,9.0,54.75,63.75,4
NEW,RESIDENTIAL,210850.0,2622,639,2600,1358.0,367.08,4964.08,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,10.5,30.75,41.25,3
NEW,RESIDENTIAL,156080.0,1740,712,0,1358.0,243.6,2313.6,2
NEW,RESIDENTIAL,171980.0,1921,639,2600,1358.0,268.94,4865.94,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,82.25,82.25,1
ADDITION,RESIDENTIAL,1500.0,966,0,0,0.0,40.7,40.7,3
PERMANENT,SIGN,0.0,0,0,0,0.0,35.0,35.0,4
ADDITION,RESIDENTIAL,1500.0,704,0,0,0.0,98.56,98.56,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,6.0,27.75,33.75,3
RE-ROOF,RESIDENTIAL,5199.0,0,0,0,0.0,63.11,63.11,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,30.75,30.75,3
RE-ROOF,RESIDENTIAL,14270.0,0,0,0,0.0,116.12,116.12,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,105.0,105.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,90.0,90.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,60.0,60.0,2
RE-ROOF,RESIDENTIAL,5361.0,0,0,0,0.0,63.11,63.11,3
ADDITION,RESIDENTIAL,37000.0,2250,0,0,0.0,63.0,63.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,80.0,80.0,3
RE-ROOF,RESIDENTIAL,2500.0,0,0,0,0.0,45.44,45.44,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,61.75,61.75,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,66.25,66.25,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,5
RE-ROOF,RESIDENTIAL,5361.0,0,0,0,0.0,63.11,63.11,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,55.0,55.0,2
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,35.25,35.25,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,70.75,70.75,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,36.75,36.75,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,30.75,30.75,1
RE-ROOF,RESIDENTIAL,3500.0,0,0,0,0.0,51.33,51.33,4
RE-ROOF,COMMERCIAL,12500.0,0,0,0,0.0,104.34,104.34,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,8686.0,0,0,0,0.0,80.78,80.78,4
RE-ROOF,RESIDENTIAL,1500.0,0,0,0,0.0,40.71,40.71,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,110.0,110.0,0
ADDITION,RESIDENTIAL,10000.0,2200,0,0,0.0,64.4,64.4,0
PLUMBING,COMMERCIAL,0.0,0,0,0,4.5,27.75,32.25,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,4.5,27.75,32.25,3
RE-ROOF,RESIDENTIAL,9488.0,0,0,0,0.0,86.67,86.67,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,72.75,72.75,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,65.0,65.0,1
